,itemcode,date,close_val,change_val,change_rate,acc_quant,acc_amount,log_change_rate,lunage
72,KOSDAQ,20090417,48380,-1372.0,-2.76,883820,2881853,-2.7964,21.8
73,KOSDAQ,20090420,49194,814.0,1.68,779983,2236097,1.6685,24.8
74,KOSDAQ,20090421,49719,525.0,1.07,789360,2368087,1.0615,25.8
75,KOSDAQ,20090422,50990,1271.0,2.56,921284,2957012,2.5242,26.8
76,KOSDAQ,20090423,51409,419.0,0.82,849784,2908737,0.8184,27.8
77,KOSDAQ,20090424,50750,-659.0,-1.28,852781,2859354,-1.2902,28.8
78,KOSDAQ,20090427,50597,-153.0,-0.3,758141,2746327,-0.3019,2.4
79,KOSDAQ,20090428,47937,-2660.0,-5.26,964674,3120030,-5.4005,3.4
80,KOSDAQ,20090429,49447,1510.0,3.15,745526,2700088,3.1014,4.4
81,KOSDAQ,20090430,50098,651.0,1.32,657295,2578127,1.308,5.4
82,KOSDAQ,20090504,50701,603.0,1.2,546063,1960620,1.1965,9.4
83,KOSDAQ,20090506,51002,301.0,0.59,658870,2265436,0.5919,11.4
84,KOSDAQ,20090507,51395,393.0,0.77,718695,2477784,0.7676,12.4
85,KOSDAQ,20090508,51783,388.0,0.75,792182,2489761,0.7521,13.4
86,KOSDAQ,20090511,52391,608.0,1.17,769257,2487586,1.1673,16.4
87,KOSDAQ,20090512,52618,227.0,0.43,917767,3041866,0.4323,17.4
88,KOSDAQ,20090513,53595,977.0,1.86,994424,3274441,1.8398,18.4
89,KOSDAQ,20090514,53678,83.0,0.15,980498,3089531,0.1547,19.4
90,KOSDAQ,20090515,54354,676.0,1.26,1177163,3884746,1.2515,20.4
91,KOSDAQ,20090518,54501,147.0,0.27,1075137,3006780,0.2701,23.4
92,KOSDAQ,20090519,55377,876.0,1.61,988766,3313206,1.5945,24.4
93,KOSDAQ,20090520,56257,880.0,1.59,1269005,4180733,1.5766,25.4
94,KOSDAQ,20090521,55915,-342.0,-0.61,1186317,3892844,-0.6098,26.4
95,KOSDAQ,20090522,55409,-506.0,-0.9,1148269,3659408,-0.9091,27.4
96,KOSDAQ,20090525,54208,-1201.0,-2.17,1521488,3571005,-2.1914,1.0
97,KOSDAQ,20090526,53654,-554.0,-1.02,1098212,3203913,-1.0272,2.0
98,KOSDAQ,20090527,52433,-1221.0,-2.28,1276900,3185206,-2.302,3.0
99,KOSDAQ,20090528,52111,-322.0,-0.61,1032479,2700631,-0.616,4.0
100,KOSDAQ,20090529,52880,769.0,1.48,910379,2270696,1.4649,5.0
101,KOSDAQ,20090601,53956,1076.0,2.03,743078,2213647,2.0144,8.0
102,KOSDAQ,20090602,53869,-87.0,-0.16,883329,2651586,-0.1614,9.0
103,KOSDAQ,20090603,54125,256.0,0.48,1031019,2470287,0.4741,10.0
104,KOSDAQ,20090604,52800,-1325.0,-2.45,923941,2425357,-2.4785,11.0
105,KOSDAQ,20090605,52911,111.0,0.21,1220143,2338420,0.21,12.0
106,KOSDAQ,20090608,52911,0.0,0.0,1001571,2224629,0.0,15.0
107,KOSDAQ,20090609,51796,-1115.0,-2.11,1143878,2713553,-2.1298,16.0
108,KOSDAQ,20090610,52036,240.0,0.46,990427,2319230,0.4623,17.0
109,KOSDAQ,20090611,52060,24.0,0.05,887062,2158770,0.0461,18.0
110,KOSDAQ,20090612,52426,366.0,0.7,810738,2026534,0.7006,19.0
111,KOSDAQ,20090615,51963,-463.0,-0.88,810379,1823905,-0.8871,22.0
112,KOSDAQ,20090616,52093,130.0,0.25,875428,1924281,0.2499,23.0
113,KOSDAQ,20090617,51737,-356.0,-0.68,954533,2205754,-0.6857,24.0
114,KOSDAQ,20090618,51322,-415.0,-0.8,732870,1863117,-0.8054,25.0
115,KOSDAQ,20090619,51027,-295.0,-0.57,1045020,1867188,-0.5765,26.0
116,KOSDAQ,20090622,51313,286.0,0.56,790655,1608254,0.5589,29.0
117,KOSDAQ,20090623,49803,-1510.0,-2.94,844667,1831725,-2.9869,0.7
118,KOSDAQ,20090624,49500,-303.0,-0.61,840747,1824571,-0.6103,1.7
119,KOSDAQ,20090625,50403,903.0,1.82,779423,1757111,1.8078,2.7
120,KOSDAQ,20090626,50334,-69.0,-0.14,911761,1895201,-0.137,3.7
121,KOSDAQ,20090629,49164,-1170.0,-2.32,704778,1587616,-2.3519,6.7
122,KOSDAQ,20090630,48515,-649.0,-1.32,923609,2026617,-1.3289,7.7
123,KOSDAQ,20090701,49117,602.0,1.24,708042,1650312,1.2332,8.7
124,KOSDAQ,20090702,49600,483.0,0.98,666797,1640996,0.9786,9.7
125,KOSDAQ,20090703,50182,582.0,1.17,690972,1706869,1.1666,10.7
126,KOSDAQ,20090706,50542,360.0,0.72,627848,1889389,0.7148,13.7
127,KOSDAQ,20090707,50876,334.0,0.66,924234,2132892,0.6587,14.7
128,KOSDAQ,20090708,50569,-307.0,-0.6,715447,2162659,-0.6053,15.7
129,KOSDAQ,20090709,50280,-289.0,-0.57,682406,2092649,-0.5731,16.7
130,KOSDAQ,20090710,49527,-753.0,-1.5,736120,2192641,-1.5089,17.7
131,KOSDAQ,20090713,47605,-1922.0,-3.88,735370,1959412,-3.958,20.7
132,KOSDAQ,20090714,47625,20.0,0.04,657769,1792742,0.042,21.7
133,KOSDAQ,20090715,48667,1042.0,2.19,768259,1808457,2.1643,22.7
134,KOSDAQ,20090716,48228,-439.0,-0.9,724048,1990378,-0.9061,23.7
135,KOSDAQ,20090717,48587,359.0,0.74,651999,1767179,0.7416,24.7
136,KOSDAQ,20090720,49362,775.0,1.6,622593,1791850,1.5825,27.7
137,KOSDAQ,20090721,49591,229.0,0.46,708471,2081772,0.4628,28.7
138,KOSDAQ,20090722,49777,186.0,0.38,803190,2195292,0.3744,0.4
139,KOSDAQ,20090723,49789,12.0,0.02,783534,2104751,0.0241,1.4
140,KOSDAQ,20090724,50002,213.0,0.43,780187,1860474,0.4269,2.4
141,KOSDAQ,20090727,50465,463.0,0.93,714365,1983930,0.9217,5.4
142,KOSDAQ,20090728,50416,-49.0,-0.1,802573,2261927,-0.0971,6.4
143,KOSDAQ,20090729,50157,-259.0,-0.51,902925,2269884,-0.515,7.4
144,KOSDAQ,20090730,50290,133.0,0.27,803420,1984390,0.2648,8.4
145,KOSDAQ,20090731,50435,145.0,0.29,783948,1996431,0.2879,9.4
146,KOSDAQ,20090803,51056,621.0,1.23,689680,2041926,1.2238,12.4
147,KOSDAQ,20090804,50872,-184.0,-0.36,698147,2312021,-0.361,13.4
148,KOSDAQ,20090805,50899,27.0,0.05,699869,2124455,0.0531,14.4
149,KOSDAQ,20090806,50926,27.0,0.05,742853,2002056,0.053,15.4
150,KOSDAQ,20090807,51270,344.0,0.68,763882,2004697,0.6732,16.4
151,KOSDAQ,20090810,51670,400.0,0.78,752806,2104125,0.7772,19.4
152,KOSDAQ,20090811,51952,282.0,0.55,865732,2264318,0.5443,20.4
153,KOSDAQ,20090812,52262,310.0,0.6,792058,2226026,0.5949,21.4
154,KOSDAQ,20090813,53171,909.0,1.74,978337,3136353,1.7244,22.4
155,KOSDAQ,20090814,53112,-59.0,-0.11,873594,2649471,-0.111,23.4
156,KOSDAQ,20090817,51783,-1329.0,-2.5,747973,2528918,-2.5341,26.4
157,KOSDAQ,20090818,51153,-630.0,-1.22,916671,2663879,-1.2241,27.4
158,KOSDAQ,20090819,51020,-133.0,-0.26,772269,2541065,-0.2603,28.4
159,KOSDAQ,20090820,51677,657.0,1.29,825379,2781929,1.2795,0.1
160,KOSDAQ,20090821,51214,-463.0,-0.9,720134,2496900,-0.9,1.1
161,KOSDAQ,20090824,51136,-78.0,-0.15,827355,2623309,-0.1524,4.1
162,KOSDAQ,20090825,51069,-67.0,-0.13,841039,3027165,-0.1311,5.1
163,KOSDAQ,20090826,51696,627.0,1.23,806771,2677849,1.2203,6.1
164,KOSDAQ,20090827,51360,-336.0,-0.65,826244,2680017,-0.6521,7.1
165,KOSDAQ,20090828,52019,659.0,1.28,780901,2565637,1.2749,8.1
166,KOSDAQ,20090831,51470,-549.0,-1.06,975210,2752539,-1.061,11.1
167,KOSDAQ,20090901,51627,157.0,0.31,856809,2722144,0.3046,12.1
168,KOSDAQ,20090902,51773,146.0,0.28,791886,2734903,0.2824,13.1
169,KOSDAQ,20090903,51695,-78.0,-0.15,840451,2581005,-0.1508,14.1
170,KOSDAQ,20090904,51882,187.0,0.36,836673,2318207,0.3611,15.1
171,KOSDAQ,20090907,52561,679.0,1.31,734303,2397427,1.3002,18.1
172,KOSDAQ,20090908,52685,124.0,0.24,956794,2887464,0.2356,19.1
173,KOSDAQ,20090909,52020,-665.0,-1.26,1182878,2763867,-1.2703,20.1
174,KOSDAQ,20090910,52501,481.0,0.92,877894,2147695,0.9204,21.1
175,KOSDAQ,20090911,52826,325.0,0.62,852042,2652181,0.6171,22.1
176,KOSDAQ,20090914,52688,-138.0,-0.26,870679,2149850,-0.2616,25.1
177,KOSDAQ,20090915,53158,470.0,0.89,698775,2529364,0.8881,26.1
178,KOSDAQ,20090916,53156,-2.0,0.0,795181,2646790,-0.0038,27.1
179,KOSDAQ,20090917,52813,-343.0,-0.65,823831,2729260,-0.6474,28.1
180,KOSDAQ,20090918,53153,340.0,0.64,725976,2429819,0.6417,29.1
181,KOSDAQ,20090921,53310,157.0,0.3,649727,2050812,0.2949,2.7
182,KOSDAQ,20090922,53697,387.0,0.73,747892,2303525,0.7233,3.7
183,KOSDAQ,20090923,52898,-799.0,-1.49,808387,2483748,-1.4992,4.7
184,KOSDAQ,20090924,51877,-1021.0,-1.93,791133,2178747,-1.949,5.7
185,KOSDAQ,20090925,51652,-225.0,-0.43,711944,1980791,-0.4347,6.7
186,KOSDAQ,20090928,51161,-491.0,-0.95,649858,1698963,-0.9551,9.7
187,KOSDAQ,20090929,51220,59.0,0.12,647975,1699748,0.1153,10.7
188,KOSDAQ,20090930,50594,-626.0,-1.22,651044,1884830,-1.2297,11.7
189,KOSDAQ,20091001,50255,-339.0,-0.67,558019,1604648,-0.6723,12.7
190,KOSDAQ,20091005,49783,-472.0,-0.94,572325,1579016,-0.9436,16.7
191,KOSDAQ,20091006,49442,-341.0,-0.68,586263,1886814,-0.6873,17.7
192,KOSDAQ,20091007,49137,-305.0,-0.62,607861,1967161,-0.6188,18.7
193,KOSDAQ,20091008,49696,559.0,1.14,579599,1754824,1.1312,19.7
194,KOSDAQ,20091009,50629,933.0,1.88,544984,1797549,1.86,20.7
195,KOSDAQ,20091012,51021,392.0,0.77,543384,1469223,0.7713,23.7
196,KOSDAQ,20091013,50837,-184.0,-0.36,657549,1723322,-0.3613,24.7
197,KOSDAQ,20091014,51204,367.0,0.72,588254,1603373,0.7193,25.7
198,KOSDAQ,20091015,51046,-158.0,-0.31,611851,1622324,-0.309,26.7
199,KOSDAQ,20091016,50826,-220.0,-0.43,701822,1825171,-0.4319,27.7
200,KOSDAQ,20091019,50895,69.0,0.14,539072,1353516,0.1357,1.3
201,KOSDAQ,20091020,50976,81.0,0.16,692574,1843604,0.159,2.3
202,KOSDAQ,20091021,50862,-114.0,-0.22,635267,1750395,-0.2239,3.3
203,KOSDAQ,20091022,50378,-484.0,-0.95,655756,1950113,-0.9562,4.3
204,KOSDAQ,20091023,50391,13.0,0.03,742133,1680589,0.0258,5.3
205,KOSDAQ,20091026,50477,86.0,0.17,619838,1443409,0.1705,8.3
206,KOSDAQ,20091027,50230,-247.0,-0.49,704043,1841890,-0.4905,9.3
207,KOSDAQ,20091028,48882,-1348.0,-2.68,842514,2226739,-2.7203,10.3
208,KOSDAQ,20091029,48234,-648.0,-1.33,689185,1787090,-1.3345,11.3
209,KOSDAQ,20091030,48646,412.0,0.85,671381,1551902,0.8505,12.3
210,KOSDAQ,20091102,47925,-721.0,-1.48,637080,1496180,-1.4932,15.3
211,KOSDAQ,20091103,47876,-49.0,-0.1,803047,1748966,-0.1023,16.3
212,KOSDAQ,20091104,48387,511.0,1.07,794251,1732734,1.0617,17.3
213,KOSDAQ,20091105,47946,-441.0,-0.91,729211,1668248,-0.9156,18.3
214,KOSDAQ,20091106,48270,324.0,0.68,705261,1590878,0.6735,19.3
215,KOSDAQ,20091109,48445,175.0,0.36,696974,1454265,0.3619,22.3
216,KOSDAQ,20091110,48294,-151.0,-0.31,799747,1836403,-0.3122,23.3
217,KOSDAQ,20091111,48562,268.0,0.55,655227,1424594,0.5534,24.3
218,KOSDAQ,20091112,48463,-99.0,-0.2,686076,1427101,-0.2041,25.3
219,KOSDAQ,20091113,48157,-306.0,-0.63,670780,1335830,-0.6334,26.3
220,KOSDAQ,20091116,47574,-583.0,-1.21,686127,1465198,-1.218,29.3
221,KOSDAQ,20091117,47195,-379.0,-0.8,715023,1627391,-0.7998,0.7
222,KOSDAQ,20091118,47254,59.0,0.13,725086,1705352,0.1249,1.7
223,KOSDAQ,20091119,47577,323.0,0.68,704444,1559381,0.6812,2.7
224,KOSDAQ,20091120,47943,366.0,0.77,662378,1467757,0.7663,3.7
225,KOSDAQ,20091123,47980,37.0,0.08,803064,1540119,0.0771,6.7
226,KOSDAQ,20091124,47539,-441.0,-0.92,990175,1763552,-0.9234,7.7
227,KOSDAQ,20091125,47656,117.0,0.25,779419,1662612,0.2458,8.7
228,KOSDAQ,20091126,47382,-274.0,-0.57,696767,1559179,-0.5766,9.7
229,KOSDAQ,20091127,45167,-2215.0,-4.67,776944,1693075,-4.7876,10.7
230,KOSDAQ,20091130,46432,1265.0,2.8,613703,1374967,2.7622,13.7
231,KOSDAQ,20091201,46904,472.0,1.02,781602,1669247,1.0114,14.7
232,KOSDAQ,20091202,47597,693.0,1.48,778262,1715127,1.4667,15.7
233,KOSDAQ,20091203,48052,455.0,0.96,793830,1643553,0.9514,16.7
234,KOSDAQ,20091204,48363,311.0,0.65,692037,1534786,0.6451,17.7
235,KOSDAQ,20091207,48704,341.0,0.71,654433,1518961,0.7026,20.7
236,KOSDAQ,20091208,48594,-110.0,-0.23,715572,1787223,-0.2261,21.7
237,KOSDAQ,20091209,48678,84.0,0.17,679073,1660719,0.1727,22.7
238,KOSDAQ,20091210,48945,267.0,0.55,633748,1658895,0.547,23.7
239,KOSDAQ,20091211,49521,576.0,1.18,696463,1690598,1.17,24.7
240,KOSDAQ,20091214,50185,664.0,1.34,668355,1679463,1.3319,27.7
241,KOSDAQ,20091215,50331,146.0,0.29,713650,1804933,0.2905,28.7
242,KOSDAQ,20091216,50701,370.0,0.74,713691,1931385,0.7324,29.7
243,KOSDAQ,20091217,51010,309.0,0.61,679268,1963012,0.6076,1.0
244,KOSDAQ,20091218,51378,368.0,0.72,721690,2166917,0.7188,2.0
245,KOSDAQ,20091221,51809,431.0,0.84,810506,2467723,0.8354,5.0
246,KOSDAQ,20091222,51278,-531.0,-1.02,817390,2544801,-1.0302,6.0
247,KOSDAQ,20091223,50844,-434.0,-0.85,750627,2259321,-0.85,7.0
248,KOSDAQ,20091224,51119,275.0,0.54,715338,1978454,0.5394,8.0
249,KOSDAQ,20091228,50607,-512.0,-1.0,734584,2218681,-1.0066,12.0
250,KOSDAQ,20091229,50561,-46.0,-0.09,632560,1890964,-0.0909,13.0
251,KOSDAQ,20091230,51357,796.0,1.57,646575,2036563,1.5621,14.0
252,KOSDAQ,20100104,52809,1452.0,2.83,655820,2352941,2.788,19.0
253,KOSDAQ,20100105,53309,500.0,0.95,876186,3191863,0.9424,20.0
254,KOSDAQ,20100106,53912,603.0,1.13,1122407,3391702,1.1248,21.0
255,KOSDAQ,20100107,53552,-360.0,-0.67,1168489,3617968,-0.67,22.0
256,KOSDAQ,20100108,53896,344.0,0.64,883398,2936118,0.6403,23.0
257,KOSDAQ,20100111,54040,144.0,0.27,853298,2928927,0.2668,26.0
258,KOSDAQ,20100112,53811,-229.0,-0.42,908087,2902114,-0.4247,27.0
259,KOSDAQ,20100113,53446,-365.0,-0.68,917838,3096306,-0.6806,28.0
260,KOSDAQ,20100114,54233,787.0,1.47,861259,3323322,1.4618,29.0
261,KOSDAQ,20100115,54997,764.0,1.41,908319,3235608,1.3989,0.2
262,KOSDAQ,20100118,55310,313.0,0.57,864374,3121030,0.5675,3.2
263,KOSDAQ,20100119,54914,-396.0,-0.72,1075472,3886875,-0.7185,4.2
264,KOSDAQ,20100120,54412,-502.0,-0.91,1036155,3601961,-0.9184,5.2
265,KOSDAQ,20100121,54903,491.0,0.9,980123,3423024,0.8983,6.2
266,KOSDAQ,20100122,54666,-237.0,-0.43,971210,3167833,-0.4326,7.2
267,KOSDAQ,20100125,53422,-1244.0,-2.28,1138655,3767601,-2.3019,10.2
268,KOSDAQ,20100126,52207,-1215.0,-2.27,1156317,3268402,-2.3006,11.2
269,KOSDAQ,20100127,51643,-564.0,-1.08,1050639,3155151,-1.0862,12.2
270,KOSDAQ,20100128,51740,97.0,0.19,845058,2561290,0.1877,13.2
271,KOSDAQ,20100129,49657,-2083.0,-4.03,824968,2342736,-4.1092,14.2
272,KOSDAQ,20100201,50200,543.0,1.09,677675,1857510,1.0876,17.2
273,KOSDAQ,20100202,50469,269.0,0.54,800990,2463164,0.5344,18.2
274,KOSDAQ,20100203,51532,1063.0,2.11,870958,2455126,2.0844,19.2
275,KOSDAQ,20100204,51623,91.0,0.18,816933,2529514,0.1764,20.2
276,KOSDAQ,20100205,49737,-1886.0,-3.65,839093,2417110,-3.7218,21.2
277,KOSDAQ,20100208,48741,-996.0,-2.0,800803,2174707,-2.0229,24.2
278,KOSDAQ,20100209,49120,379.0,0.78,830312,2072544,0.7746,25.2
279,KOSDAQ,20100210,49128,8.0,0.02,770184,2084073,0.0163,26.2
280,KOSDAQ,20100211,49801,673.0,1.37,721353,1864694,1.3606,27.2
281,KOSDAQ,20100212,50388,587.0,1.18,717009,1851729,1.1718,28.2
282,KOSDAQ,20100216,50895,507.0,1.01,669143,1945044,1.0012,2.4
283,KOSDAQ,20100217,51516,621.0,1.22,849872,2543200,1.2128,3.4
284,KOSDAQ,20100218,51333,-183.0,-0.36,801933,2263169,-0.3559,4.4
285,KOSDAQ,20100219,50439,-894.0,-1.74,944919,2719263,-1.7569,5.4
286,KOSDAQ,20100222,51225,786.0,1.56,787544,2169474,1.5463,8.4
287,KOSDAQ,20100223,51390,165.0,0.32,831072,2283665,0.3216,9.4
288,KOSDAQ,20100224,51404,14.0,0.03,840732,2270653,0.0272,10.4
289,KOSDAQ,20100225,50463,-941.0,-1.83,912502,2278675,-1.8476,11.4
290,KOSDAQ,20100226,50703,240.0,0.48,727173,1651326,0.4745,12.4
291,KOSDAQ,20100302,50796,93.0,0.18,743313,1559209,0.1833,16.4
292,KOSDAQ,20100303,50963,167.0,0.33,870218,1828996,0.3282,17.4
293,KOSDAQ,20100304,50759,-204.0,-0.4,962935,2106764,-0.4011,18.4
294,KOSDAQ,20100305,51128,369.0,0.73,948173,2042637,0.7243,19.4
295,KOSDAQ,20100308,51763,635.0,1.24,897880,2239877,1.2343,22.4
296,KOSDAQ,20100309,51812,49.0,0.09,932474,2577461,0.0946,23.4
297,KOSDAQ,20100310,51867,55.0,0.11,858988,2891679,0.1061,24.4
298,KOSDAQ,20100311,51757,-110.0,-0.21,938668,2524071,-0.2123,25.4
299,KOSDAQ,20100312,51944,187.0,0.36,897201,2426875,0.3607,26.4
300,KOSDAQ,20100315,51775,-169.0,-0.33,896676,2450687,-0.3259,29.4
301,KOSDAQ,20100316,52088,313.0,0.6,1017998,2380116,0.6027,0.6
302,KOSDAQ,20100317,52298,210.0,0.4,930115,2211368,0.4024,1.6
303,KOSDAQ,20100318,52431,133.0,0.25,935430,2384957,0.254,2.6
304,KOSDAQ,20100319,52758,327.0,0.62,882244,2446689,0.6217,3.6
305,KOSDAQ,20100322,52707,-51.0,-0.1,952966,2128510,-0.0967,6.6
306,KOSDAQ,20100323,52642,-65.0,-0.12,936228,2598010,-0.1234,7.6
307,KOSDAQ,20100324,51980,-662.0,-1.26,978077,2770787,-1.2655,8.6
308,KOSDAQ,20100325,52024,44.0,0.08,761650,1970679,0.0846,9.6
309,KOSDAQ,20100326,52466,442.0,0.85,659434,1784269,0.846,10.6
310,KOSDAQ,20100329,51806,-660.0,-1.26,667404,1795625,-1.2659,13.6
311,KOSDAQ,20100330,51805,-1.0,0.0,679230,2019087,-0.0019,14.6
312,KOSDAQ,20100331,51574,-231.0,-0.45,676018,1983895,-0.4469,15.6
313,KOSDAQ,20100401,51919,345.0,0.67,648417,2053673,0.6667,16.6
314,KOSDAQ,20100402,51495,-424.0,-0.82,582465,1906405,-0.82,17.6
315,KOSDAQ,20100405,50513,-982.0,-1.91,664864,2152994,-1.9254,20.6
316,KOSDAQ,20100406,50639,126.0,0.25,513122,1574028,0.2491,21.6
317,KOSDAQ,20100407,51090,451.0,0.89,527984,1620384,0.8867,22.6
318,KOSDAQ,20100408,51329,239.0,0.47,542434,1562448,0.4667,23.6
319,KOSDAQ,20100409,51215,-114.0,-0.22,594290,1692361,-0.2223,24.6
320,KOSDAQ,20100412,50767,-448.0,-0.87,553753,1666281,-0.8786,27.6
321,KOSDAQ,20100413,50653,-114.0,-0.22,566659,1635931,-0.2248,28.6
322,KOSDAQ,20100414,50969,316.0,0.62,600301,1638471,0.6219,29.6
323,KOSDAQ,20100415,50861,-108.0,-0.21,590119,1674770,-0.2121,1.0
324,KOSDAQ,20100416,50842,-19.0,-0.04,569103,1674592,-0.0374,2.0
325,KOSDAQ,20100419,50270,-572.0,-1.13,605010,1454440,-1.1314,5.0
326,KOSDAQ,20100420,51050,780.0,1.55,588353,1565233,1.5397,6.0
327,KOSDAQ,20100421,51599,549.0,1.08,570522,1740821,1.0697,7.0
328,KOSDAQ,20100422,51647,48.0,0.09,616167,1702216,0.093,8.0
329,KOSDAQ,20100423,51651,4.0,0.01,615915,2025930,0.0077,9.0
330,KOSDAQ,20100426,51768,117.0,0.23,560851,1701559,0.2263,12.0
331,KOSDAQ,20100427,51924,156.0,0.3,514891,1809615,0.3009,13.0
332,KOSDAQ,20100428,51785,-139.0,-0.27,701798,2056242,-0.2681,14.0
333,KOSDAQ,20100429,51921,136.0,0.26,643124,2223205,0.2623,15.0
334,KOSDAQ,20100430,52375,454.0,0.87,736652,2151795,0.8706,16.0
335,KOSDAQ,20100503,51978,-397.0,-0.76,632663,1790276,-0.7609,19.0
336,KOSDAQ,20100504,51899,-79.0,-0.15,542715,1820471,-0.1521,20.0
337,KOSDAQ,20100506,50923,-976.0,-1.88,578674,1827376,-1.8985,22.0
338,KOSDAQ,20100507,49971,-952.0,-1.87,725635,2169201,-1.8872,23.0
339,KOSDAQ,20100510,51216,1245.0,2.49,542132,1724739,2.4609,26.0
340,KOSDAQ,20100511,51222,6.0,0.01,622257,2237142,0.0117,27.0
341,KOSDAQ,20100512,51213,-9.0,-0.02,668411,2202078,-0.0176,28.0
342,KOSDAQ,20100513,52254,1041.0,2.03,635818,2420876,2.0123,29.0
343,KOSDAQ,20100514,52498,244.0,0.47,658648,2567767,0.4659,0.5
344,KOSDAQ,20100517,51025,-1473.0,-2.81,610174,2309587,-2.8459,3.5
345,KOSDAQ,20100518,50452,-573.0,-1.12,641439,2528868,-1.1293,4.5
346,KOSDAQ,20100519,50045,-407.0,-0.81,675380,2036923,-0.81,5.5
347,KOSDAQ,20100520,48106,-1939.0,-3.87,560452,1936741,-3.9516,6.5
348,KOSDAQ,20100524,47633,-473.0,-0.98,460366,1612055,-0.9881,10.5
349,KOSDAQ,20100525,44996,-2637.0,-5.54,691194,2260053,-5.6952,11.5
350,KOSDAQ,20100526,46300,1304.0,2.9,506551,1829679,2.8568,12.5
351,KOSDAQ,20100527,47332,1032.0,2.23,593328,1854327,2.2045,13.5
352,KOSDAQ,20100528,47903,571.0,1.21,516156,1812850,1.1992,14.5
353,KOSDAQ,20100531,48942,1039.0,2.17,431754,1577424,2.1458,17.5
354,KOSDAQ,20100601,48879,-63.0,-0.13,487846,1757483,-0.1288,18.5
355,KOSDAQ,20100603,49574,695.0,1.42,433129,1689781,1.4119,20.5
356,KOSDAQ,20100604,49371,-203.0,-0.41,473973,1738033,-0.4103,21.5
357,KOSDAQ,20100607,48312,-1059.0,-2.14,462647,1643671,-2.1683,24.5
358,KOSDAQ,20100608,49034,722.0,1.49,414174,1775157,1.4834,25.5
359,KOSDAQ,20100609,48700,-334.0,-0.68,492214,1896159,-0.6835,26.5
360,KOSDAQ,20100610,49163,463.0,0.95,415697,1636759,0.9462,27.5
361,KOSDAQ,20100611,49125,-38.0,-0.08,483654,1923747,-0.0773,28.5
362,KOSDAQ,20100614,49270,145.0,0.3,424074,1548179,0.2947,2.0
363,KOSDAQ,20100615,49508,238.0,0.48,487622,1709391,0.4819,3.0
364,KOSDAQ,20100616,49596,88.0,0.18,434428,1681534,0.1776,4.0
365,KOSDAQ,20100617,49518,-78.0,-0.16,442784,1678516,-0.1574,5.0
366,KOSDAQ,20100618,49523,5.0,0.01,445870,1387739,0.0101,6.0
367,KOSDAQ,20100621,49836,313.0,0.63,462596,1472936,0.63,9.0
368,KOSDAQ,20100622,49665,-171.0,-0.34,420310,1469121,-0.3437,10.0
369,KOSDAQ,20100623,49495,-170.0,-0.34,398208,1254098,-0.3429,11.0
370,KOSDAQ,20100624,49914,419.0,0.85,521902,1566074,0.843,12.0
371,KOSDAQ,20100625,49812,-102.0,-0.2,469448,1396296,-0.2046,13.0
372,KOSDAQ,20100628,49875,63.0,0.13,453312,1290998,0.1264,16.0
373,KOSDAQ,20100629,48754,-1121.0,-2.25,537369,1721816,-2.2733,17.0
374,KOSDAQ,20100630,48998,244.0,0.5,525114,1449375,0.4992,18.0
375,KOSDAQ,20100701,48959,-39.0,-0.08,414779,1342897,-0.0796,19.0
376,KOSDAQ,20100702,48569,-390.0,-0.8,414683,1380456,-0.7998,20.0
377,KOSDAQ,20100705,48615,46.0,0.09,413704,1210137,0.0947,23.0
378,KOSDAQ,20100706,48741,126.0,0.26,422969,1212328,0.2588,24.0
379,KOSDAQ,20100707,48641,-100.0,-0.21,454074,1264170,-0.2054,25.0
380,KOSDAQ,20100708,48896,255.0,0.52,453974,1276567,0.5229,26.0
381,KOSDAQ,20100709,49215,319.0,0.65,477414,1471555,0.6503,27.0
382,KOSDAQ,20100712,49670,455.0,0.92,466159,1452565,0.9203,0.7
383,KOSDAQ,20100713,49779,109.0,0.22,578566,1681852,0.2192,1.7
384,KOSDAQ,20100714,49997,218.0,0.44,583548,1738696,0.437,2.7
385,KOSDAQ,20100715,50173,176.0,0.35,643054,1734041,0.3514,3.7
386,KOSDAQ,20100716,49888,-285.0,-0.57,586402,1769067,-0.5697,4.7
387,KOSDAQ,20100719,49849,-39.0,-0.08,501369,1437739,-0.0782,7.7
388,KOSDAQ,20100720,49972,123.0,0.25,676616,1651500,0.2464,8.7
389,KOSDAQ,20100721,49673,-299.0,-0.6,715631,1812575,-0.6001,9.7
390,KOSDAQ,20100722,48472,-1201.0,-2.42,658571,1850262,-2.4475,10.7
391,KOSDAQ,20100723,48369,-103.0,-0.21,525129,1480240,-0.2127,11.7
392,KOSDAQ,20100726,48814,445.0,0.92,494008,1211068,0.9158,14.7
393,KOSDAQ,20100727,48774,-40.0,-0.08,614338,1421658,-0.082,15.7
394,KOSDAQ,20100728,48675,-99.0,-0.2,541407,1407483,-0.2032,16.7
395,KOSDAQ,20100729,48256,-419.0,-0.86,596024,1523999,-0.8645,17.7
396,KOSDAQ,20100730,48145,-111.0,-0.23,479388,1233016,-0.2303,18.7
397,KOSDAQ,20100802,48198,53.0,0.11,490366,1244004,0.11,21.7
398,KOSDAQ,20100803,48194,-4.0,-0.01,570777,1417100,-0.0083,22.7
399,KOSDAQ,20100804,47959,-235.0,-0.49,528402,1317398,-0.4888,23.7
400,KOSDAQ,20100805,47647,-312.0,-0.65,526345,1405816,-0.6527,24.7
