,itemcode,date,close_val,change_val,change_rate,acc_quant,acc_amount,log_change_rate,lunage
50,KOSPI,20090318,116995,607.0,0.52,519929,4984745,0.5202,21.4
51,KOSPI,20090319,116181,-814.0,-0.7,532377,5051089,-0.6982,22.4
52,KOSPI,20090320,117094,913.0,0.79,369582,4168081,0.7828,23.4
53,KOSPI,20090323,119950,2856.0,2.44,454482,4644902,2.4098,26.4
54,KOSPI,20090324,122170,2220.0,1.85,505304,5780776,1.8339,27.4
55,KOSPI,20090325,122902,732.0,0.6,488530,5015422,0.5974,28.4
56,KOSPI,20090326,124380,1478.0,1.2,579961,5811530,1.1954,29.4
57,KOSPI,20090327,123751,-629.0,-0.51,694315,6937311,-0.507,0.8
58,KOSPI,20090330,119746,-4005.0,-3.24,520189,4833005,-3.2899,3.8
59,KOSPI,20090331,120626,880.0,0.73,496465,5055553,0.7322,4.8
60,KOSPI,20090401,123336,2710.0,2.25,578847,6338313,2.2217,5.8
61,KOSPI,20090402,127697,4361.0,3.54,720243,7787151,3.4748,6.8
62,KOSPI,20090403,128375,678.0,0.53,608853,7654069,0.5295,7.8
63,KOSPI,20090406,129785,1410.0,1.1,719091,7752072,1.0924,10.8
64,KOSPI,20090407,130010,225.0,0.17,678610,6464049,0.1732,11.8
65,KOSPI,20090408,126207,-3803.0,-2.93,742604,6589259,-2.9688,12.8
66,KOSPI,20090409,131635,5428.0,4.3,920617,8954383,4.211,13.8
67,KOSPI,20090410,133604,1969.0,1.5,911737,8983886,1.4847,14.8
68,KOSPI,20090413,133826,222.0,0.17,807509,8139756,0.166,17.8
69,KOSPI,20090414,134263,437.0,0.33,924356,8202891,0.326,18.8
70,KOSPI,20090415,133309,-954.0,-0.71,798176,7985854,-0.7131,19.8
71,KOSPI,20090416,133672,363.0,0.27,733455,8759560,0.2719,20.8
72,KOSPI,20090417,132900,-772.0,-0.58,783034,8104099,-0.5792,21.8
73,KOSPI,20090420,133639,739.0,0.56,556193,5821139,0.5545,24.8
74,KOSPI,20090421,133681,42.0,0.03,629611,6430669,0.0314,25.8
75,KOSPI,20090422,135602,1921.0,1.44,717592,8428286,1.4268,26.8
76,KOSPI,20090423,136880,1278.0,0.94,736479,8744943,0.9381,27.8
77,KOSPI,20090424,135410,-1470.0,-1.07,664460,8014822,-1.0797,28.8
78,KOSPI,20090427,133983,-1427.0,-1.05,537024,6791611,-1.0594,2.4
79,KOSPI,20090428,130024,-3959.0,-2.95,746187,7509082,-2.9994,3.4
80,KOSPI,20090429,133842,3818.0,2.94,591294,5577139,2.8941,4.4
81,KOSPI,20090430,136936,3094.0,2.31,794108,8423995,2.2854,5.4
82,KOSPI,20090504,139792,2856.0,2.09,737372,8851067,2.0642,9.4
83,KOSPI,20090506,139345,-447.0,-0.32,727693,9664083,-0.3203,11.4
84,KOSPI,20090507,140108,763.0,0.55,758933,9393497,0.5461,12.4
85,KOSPI,20090508,141213,1105.0,0.79,705754,7292385,0.7856,13.4
86,KOSPI,20090511,141516,303.0,0.21,668426,6869453,0.2143,16.4
87,KOSPI,20090512,140351,-1165.0,-0.82,754830,6535928,-0.8266,17.4
88,KOSPI,20090513,141452,1101.0,0.78,705970,6932344,0.7814,18.4
89,KOSPI,20090514,138095,-3357.0,-2.37,694052,7466273,-2.4019,19.4
90,KOSPI,20090515,139173,1078.0,0.78,677500,6638407,0.7776,20.4
91,KOSPI,20090518,138668,-505.0,-0.36,546147,5950848,-0.3635,23.4
92,KOSPI,20090519,142821,4153.0,2.99,767493,7667928,2.951,24.4
93,KOSPI,20090520,143570,749.0,0.52,690425,6644488,0.5231,25.4
94,KOSPI,20090521,142165,-1405.0,-0.98,858715,7779624,-0.9834,26.4
95,KOSPI,20090522,140375,-1790.0,-1.26,667404,7713851,-1.2671,27.4
96,KOSPI,20090525,140090,-285.0,-0.2,817845,8525824,-0.2032,1.0
97,KOSPI,20090526,137204,-2886.0,-2.06,648074,7851331,-2.0816,2.0
98,KOSPI,20090527,136202,-1002.0,-0.73,768324,7994160,-0.733,3.0
99,KOSPI,20090528,139217,3015.0,2.21,609908,6855994,2.1895,4.0
100,KOSPI,20090529,139589,372.0,0.27,530293,6827934,0.2669,5.0
101,KOSPI,20090601,141510,1921.0,1.38,540442,5968484,1.3668,8.0
102,KOSPI,20090602,141285,-225.0,-0.16,684257,8070943,-0.1591,9.0
103,KOSPI,20090603,141489,204.0,0.14,658795,6965272,0.1443,10.0
104,KOSPI,20090604,137814,-3675.0,-2.6,571538,6765725,-2.6317,11.0
105,KOSPI,20090605,139471,1657.0,1.2,495055,5824173,1.1952,12.0
106,KOSPI,20090608,139330,-141.0,-0.1,508079,5331675,-0.1011,15.0
107,KOSPI,20090609,137184,-2146.0,-1.54,472820,5779154,-1.5522,16.0
108,KOSPI,20090610,141488,4304.0,3.14,488355,5928597,3.0892,17.0
109,KOSPI,20090611,141939,451.0,0.32,478309,6881322,0.3182,18.0
110,KOSPI,20090612,142859,920.0,0.65,500474,5235080,0.6461,19.0
111,KOSPI,20090615,141242,-1617.0,-1.13,419006,4852643,-1.1383,22.0
112,KOSPI,20090616,139915,-1327.0,-0.94,465053,4495822,-0.944,23.0
113,KOSPI,20090617,139117,-798.0,-0.57,448188,4543442,-0.572,24.0
114,KOSPI,20090618,137576,-1541.0,-1.11,490909,4395013,-1.1139,25.0
115,KOSPI,20090619,138334,758.0,0.55,461641,4208654,0.5495,26.0
116,KOSPI,20090622,139971,1637.0,1.18,394599,4105285,1.1764,29.0
117,KOSPI,20090623,136054,-3917.0,-2.8,489752,4823048,-2.8383,0.7
118,KOSPI,20090624,136379,325.0,0.24,423535,4408828,0.2386,1.7
119,KOSPI,20090625,139273,2894.0,2.12,439842,5108783,2.0998,2.7
120,KOSPI,20090626,139453,180.0,0.13,416235,4550737,0.1292,3.7
121,KOSPI,20090629,138845,-608.0,-0.44,416806,3948033,-0.4369,6.7
122,KOSPI,20090630,139007,162.0,0.12,462563,4674624,0.1166,7.7
123,KOSPI,20090701,141166,2159.0,1.55,495691,4975005,1.5412,8.7
124,KOSPI,20090702,141148,-18.0,-0.01,455669,4627005,-0.0128,9.7
125,KOSPI,20090703,142004,856.0,0.61,392031,4041702,0.6046,10.7
126,KOSPI,20090706,142894,890.0,0.63,372986,4456508,0.6248,13.7
127,KOSPI,20090707,143420,526.0,0.37,446259,4938392,0.3674,14.7
128,KOSPI,20090708,143102,-318.0,-0.22,426600,4960187,-0.222,15.7
129,KOSPI,20090709,143089,-13.0,-0.01,426833,5547647,-0.0091,16.7
130,KOSPI,20090710,142862,-227.0,-0.16,449512,4645466,-0.1588,17.7
131,KOSPI,20090713,137812,-5050.0,-3.53,437912,4912634,-3.5989,20.7
132,KOSPI,20090714,138556,744.0,0.54,419762,4948279,0.5384,21.7
133,KOSPI,20090715,142086,3530.0,2.55,390992,5174051,2.5158,22.7
134,KOSPI,20090716,143222,1136.0,0.8,417428,5406616,0.7963,23.7
135,KOSPI,20090717,144010,788.0,0.55,397188,4440500,0.5487,24.7
136,KOSPI,20090720,147851,3841.0,2.67,498888,6195648,2.6322,27.7
137,KOSPI,20090721,148899,1048.0,0.71,507936,6626054,0.7063,28.7
138,KOSPI,20090722,149404,505.0,0.34,498809,5965006,0.3386,0.4
139,KOSPI,20090723,149649,245.0,0.16,633991,6540063,0.1639,1.4
140,KOSPI,20090724,150259,610.0,0.41,525376,6356024,0.4068,2.4
141,KOSPI,20090727,152405,2146.0,1.43,474220,5881570,1.4181,5.4
142,KOSPI,20090728,152603,198.0,0.13,422747,5497267,0.1298,6.4
143,KOSPI,20090729,152432,-171.0,-0.11,475122,6060567,-0.1121,7.4
144,KOSPI,20090730,153474,1042.0,0.68,422381,5461810,0.6813,8.4
145,KOSPI,20090731,155729,2255.0,1.47,458007,7172809,1.4586,9.4
146,KOSPI,20090803,156498,769.0,0.49,483313,6797212,0.4926,12.4
147,KOSPI,20090804,156637,139.0,0.09,579976,8078758,0.0888,13.4
148,KOSPI,20090805,155947,-690.0,-0.44,487504,5968693,-0.4415,14.4
149,KOSPI,20090806,156504,557.0,0.36,484871,6029345,0.3565,15.4
150,KOSPI,20090807,157600,1096.0,0.7,461524,5566648,0.6979,16.4
151,KOSPI,20090810,157611,11.0,0.01,485342,5631200,0.007,19.4
152,KOSPI,20090811,157921,310.0,0.2,563174,6241916,0.1965,20.4
153,KOSPI,20090812,156535,-1386.0,-0.88,498215,6506022,-0.8815,21.4
154,KOSPI,20090813,156464,-71.0,-0.05,549089,7308872,-0.0454,22.4
155,KOSPI,20090814,159141,2677.0,1.71,591193,6712329,1.6965,23.4
156,KOSPI,20090817,154706,-4435.0,-2.79,585949,6701262,-2.8264,26.4
157,KOSPI,20090818,155024,318.0,0.21,592090,6431316,0.2053,27.4
158,KOSPI,20090819,154596,-428.0,-0.28,512337,6665190,-0.2765,28.4
159,KOSPI,20090820,157639,3043.0,1.97,447655,6106759,1.9492,0.1
160,KOSPI,20090821,158098,459.0,0.29,507306,8041763,0.2907,1.1
161,KOSPI,20090824,161222,3124.0,1.98,534284,8720998,1.9567,4.1
162,KOSPI,20090825,160138,-1084.0,-0.67,453240,7468121,-0.6746,5.1
163,KOSPI,20090826,161412,1274.0,0.8,445002,6310476,0.7924,6.1
164,KOSPI,20090827,159933,-1479.0,-0.92,420789,6141303,-0.9205,7.1
165,KOSPI,20090828,160794,861.0,0.54,435945,6037960,0.5369,8.1
166,KOSPI,20090831,159185,-1609.0,-1.0,436565,6418353,-1.0057,11.1
167,KOSPI,20090901,162306,3121.0,1.96,438083,6978836,1.9416,12.1
168,KOSPI,20090902,161316,-990.0,-0.61,554259,7904530,-0.6118,13.1
169,KOSPI,20090903,161353,37.0,0.02,485437,6941847,0.0229,14.1
170,KOSPI,20090904,160890,-463.0,-0.29,586191,7024362,-0.2874,15.1
171,KOSPI,20090907,160857,-33.0,-0.02,405123,5731835,-0.0205,18.1
172,KOSPI,20090908,161969,1112.0,0.69,515539,7301795,0.6889,19.1
173,KOSPI,20090909,160777,-1192.0,-0.74,509140,7403129,-0.7387,20.1
174,KOSPI,20090910,164468,3691.0,2.3,572210,8856986,2.2698,21.1
175,KOSPI,20090911,165170,702.0,0.43,502186,7475010,0.4259,22.1
176,KOSPI,20090914,163491,-1679.0,-1.02,422046,6600806,-1.0217,25.1
177,KOSPI,20090915,165340,1849.0,1.13,500648,6985877,1.1246,26.1
178,KOSPI,20090916,168333,2993.0,1.81,546244,8682976,1.794,27.1
179,KOSPI,20090917,169547,1214.0,0.72,517561,8908815,0.7186,28.1
180,KOSPI,20090918,169971,424.0,0.25,492622,8571088,0.2498,29.1
181,KOSPI,20090921,169550,-421.0,-0.25,510815,5441095,-0.248,2.7
182,KOSPI,20090922,171888,2338.0,1.38,443149,6846381,1.3695,3.7
183,KOSPI,20090923,171147,-741.0,-0.43,497042,7544396,-0.432,4.7
184,KOSPI,20090924,169388,-1759.0,-1.03,414640,7490017,-1.0331,5.7
185,KOSPI,20090925,169148,-240.0,-0.14,383229,7438747,-0.1418,6.7
186,KOSPI,20090928,167555,-1593.0,-0.94,346330,6460537,-0.9462,9.7
187,KOSPI,20090929,169005,1450.0,0.87,339432,6656457,0.8617,10.7
188,KOSPI,20090930,167314,-1691.0,-1.0,357366,7820325,-1.0056,11.7
189,KOSPI,20091001,164463,-2851.0,-1.7,332498,6920646,-1.7187,12.7
190,KOSPI,20091005,160690,-3773.0,-2.29,310754,6739034,-2.3209,16.7
191,KOSPI,20091006,159844,-846.0,-0.53,380772,6073347,-0.5279,17.7
192,KOSPI,20091007,159800,-44.0,-0.03,401478,6574108,-0.0275,18.7
193,KOSPI,20091008,161546,1746.0,1.09,369319,6500627,1.0867,19.7
194,KOSPI,20091009,164679,3133.0,1.94,431437,5910499,1.9208,20.7
195,KOSPI,20091012,163981,-698.0,-0.42,403522,4754097,-0.4248,23.7
196,KOSPI,20091013,162893,-1088.0,-0.66,408552,5310816,-0.6657,24.7
197,KOSPI,20091014,164909,2016.0,1.24,403020,4903236,1.23,25.7
198,KOSPI,20091015,165899,990.0,0.6,366900,5832503,0.5985,26.7
199,KOSPI,20091016,164036,-1863.0,-1.12,365447,5676250,-1.1293,27.7
200,KOSPI,20091019,164907,871.0,0.53,267958,4318470,0.5296,1.3
201,KOSPI,20091020,165915,1008.0,0.61,397587,4754380,0.6094,2.3
202,KOSPI,20091021,165386,-529.0,-0.32,359890,5188289,-0.3193,3.3
203,KOSPI,20091022,163033,-2353.0,-1.42,380857,4812179,-1.433,4.3
204,KOSPI,20091023,164017,984.0,0.6,325797,4817765,0.6017,5.3
205,KOSPI,20091026,165711,1694.0,1.03,309429,4701219,1.0275,8.3
206,KOSPI,20091027,164953,-758.0,-0.46,321669,4992831,-0.4585,9.3
207,KOSPI,20091028,160971,-3982.0,-2.41,363335,5336863,-2.4436,10.3
208,KOSPI,20091029,158585,-2386.0,-1.48,365026,5602932,-1.4933,11.3
209,KOSPI,20091030,158069,-516.0,-0.33,268692,4721610,-0.3259,12.3
210,KOSPI,20091102,155909,-2160.0,-1.37,285044,4318938,-1.3759,15.3
211,KOSPI,20091103,154992,-917.0,-0.59,269982,3570743,-0.5899,16.3
212,KOSPI,20091104,157993,3001.0,1.94,262623,3679048,1.9177,17.3
213,KOSPI,20091105,155224,-2769.0,-1.75,201258,3312408,-1.7681,18.3
214,KOSPI,20091106,157246,2022.0,1.3,247801,3616818,1.2942,19.3
215,KOSPI,20091109,157679,433.0,0.28,242396,3426604,0.275,22.3
216,KOSPI,20091110,158230,551.0,0.35,271741,3802793,0.3488,23.3
217,KOSPI,20091111,159482,1252.0,0.79,251351,3160306,0.7881,24.3
218,KOSPI,20091112,157273,-2209.0,-1.39,276742,4664682,-1.3948,25.3
219,KOSPI,20091113,157199,-74.0,-0.05,253746,4066072,-0.0471,26.3
220,KOSPI,20091116,159247,2048.0,1.3,239101,3877557,1.2944,29.3
221,KOSPI,20091117,158598,-649.0,-0.41,288280,4805157,-0.4084,0.7
222,KOSPI,20091118,160397,1799.0,1.13,272061,4871840,1.1279,1.7
